"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
1450,"MCBK","Madison County Financial, Inc.","Financial","Regional - Midwest Banks","USA",53.12,35.29,17.94,-0.33%,93
1451,"MCEP","Mid-Con Energy Partners, LP","Basic Materials","Independent Oil & Gas","USA",415.25,16.33,21.88,1.53%,16191
1452,"MCGC","MCG Capital Corporation","Financial","Asset Management","USA",317.63,12.39,4.41,-1.13%,72529
1453,"MCHP","Microchip Technology Inc.","Technology","Semiconductor - Specialized","USA",8296.78,35.85,42.31,0.89%,376823
1454,"MCHX","Marchex, Inc.","Services","Marketing Services","USA",303.32,,8.58,0.94%,6028
1455,"MCOX","Mecox Lane Limited","Services","Specialty Retail, Other","China",42.59,,3.56,-3.26%,25300
1456,"MCRI","Monarch Casino & Resort Inc.","Services","Resorts & Casinos","USA",302.87,17.94,18.56,0.43%,4745
1457,"MCRL","Micrel Inc.","Technology","Semiconductor - Integrated Circuits","USA",563.66,54.22,9.79,0.31%,66412
1458,"MCRS","MICROS Systems, Inc.","Technology","Application Software","USA",4134.68,26.63,54.37,0.07%,168147
1459,"MDAS","MedAssets, Inc.","Technology","Healthcare Information Services","USA",1184.93,247.13,20.17,2.02%,70297
1460,"MDCA","MDC Partners Inc.","Services","Marketing Services","Canada",1147.11,,24.77,1.93%,57379
1461,"MDCI","Medical Action Industries Inc.","Healthcare","Medical Appliances & Equipment","USA",127.52,,7.92,1.80%,7660
1462,"MDCO","Medicines Co.","Healthcare","Drug Manufacturers - Other","USA",2172.00,62.15,36.92,0.68%,64898
1463,"MDLZ","Mondelez International, Inc.","Consumer Goods","Confectioners","USA",60414.84,22.05,34.04,0.24%,1757116
1464,"MDRX","Allscripts Healthcare Solutions, Inc.","Healthcare","Medical Appliances & Equipment","USA",2665.36,,15.07,0.74%,230165
1465,"MDSO","Medidata Solutions, Inc.","Technology","Healthcare Information Services","USA",1482.73,67.02,57.87,0.40%,90409
1466,"MDVN","Medivation, Inc.","Healthcare","Biotechnology","USA",4653.02,,62.90,1.73%,208633
1467,"MDXG","MiMedx Group, Inc.","Healthcare","Medical Appliances & Equipment","USA",741.03,,7.75,0.39%,159276
1468,"MEAS","Measurement Specialties Inc.","Technology","Scientific & Technical Instruments","USA",868.52,26.38,55.55,0.76%,11151
1469,"MEIL","Methes Energies International Ltd.","Basic Materials","Chemicals - Major Diversified","USA",26.94,,3.71,-3.89%,125831
1470,"MEIP","MEI Pharma, Inc.","Healthcare","Drug Manufacturers - Other","USA",137.92,,8.24,0.49%,9811
1471,"MELA","MELA Sciences, Inc.","Healthcare","Medical Instruments & Supplies","USA",28.44,,0.66,-0.02%,22382
1472,"MELI","Mercadolibre, Inc.","Services","Catalog & Mail Order Houses","Argentina",4605.60,43.28,102.59,-1.65%,221638
1473,"MEMP","Memorial Production Partners LP","Basic Materials","Independent Oil & Gas","USA",923.20,172.67,20.79,0.34%,107412
1474,"MENT","Mentor Graphics Corp.","Technology","Technical & System Software","USA",2676.39,26.68,23.41,-0.30%,70314
1475,"MEOH","Methanex Corp.","Basic Materials","Specialty Chemicals","Canada",5367.45,,55.83,-1.06%,91264
1476,"MERC","Mercer International Inc.","Consumer Goods","Paper & Paper Products","Canada",547.49,,9.86,0.31%,28639
1477,"MERU","Meru Networks, Inc.","Technology","Wireless Communications","USA",84.69,,3.91,3.99%,126549
1478,"METR","Metro Bancorp, Inc.","Financial","Regional - Northeast Banks","USA",288.56,18.38,20.58,0.88%,1475
1479,"MFI","MicroFinancial Inc.","Financial","Credit Services","USA",124.85,13.11,8.70,0.58%,7492
1480,"MFLX","Multi-Fineline Electronix Inc.","Technology","Printed Circuit Boards","USA",304.45,,12.76,0.79%,13738
1481,"MFNC","Mackinac Financial Corp.","Financial","Regional - Southwest  Banks","USA",53.62,14.19,9.90,2.59%,3833
1482,"MFRI","MFRI Inc.","Industrial Goods","Pollution & Treatment Controls","USA",99.05,,14.21,0.21%,13206
1483,"MFRM","Mattress Firm Holding Corp.","Consumer Goods","Home Furnishings & Fixtures","USA",1401.19,27.21,42.18,1.98%,43311
1484,"MFSF","Mutualfirst Financial Inc.","Financial","Regional - Midwest Banks","USA",120.23,16.79,17.05,0.53%,4605
1485,"MGAM","Multimedia Games Inc.","Services","Gaming Activities","USA",864.15,25.81,29.47,0.17%,39840
1486,"MGCD","MGC Diagnostics Corporation","Healthcare","Medical Appliances & Equipment","USA",52.32,100.23,12.58,-3.44%,2205
1487,"MGEE","MGE Energy Inc.","Utilities","Diversified Utilities","USA",1293.69,18.11,56.00,0.05%,33909
1488,"MGI","Moneygram International Inc.","Financial","Credit Services","USA",1434.15,29.03,20.16,0.65%,9516
1489,"MGIC","Magic Software Enterprises Ltd.","Technology","Application Software","Israel",255.22,16.95,6.86,-1.28%,22605
1490,"MGLN","Magellan Health Services Inc.","Healthcare","Health Care Plans","USA",1537.62,10.98,56.82,-0.26%,49580
1491,"MGNX","MacroGenics, Inc.","Healthcare","Biotechnology","USA",32.70,,27.25,1.68%,14905
1492,"MGPI","MGP Ingredients Inc.","Consumer Goods","Processed & Packaged Goods","USA",89.75,,5.02,-4.22%,16962
1493,"MGRC","McGrath Rentcorp","Services","Rental & Leasing Services","USA",1002.11,22.98,39.29,0.56%,7137
1494,"MGYR","Magyar Bancorp, Inc.","Financial","Regional - Northeast Banks","USA",42.83,105.29,7.20,-2.31%,4373
1495,"MHGC","Morgans Hotel Group Co.","Services","Lodging","USA",266.45,,8.15,0.00%,18212
1496,"MHLD","Maiden Holdings, Ltd.","Financial","Property & Casualty Insurance","Bermuda",799.52,14.50,10.66,-3.27%,237028
1497,"MICT","Micronet Enertec Technologies, Inc.","Industrial Goods","Aerospace/Defense - Major Diversified","USA",24.75,3.28,4.80,1.05%,4952
1498,"MIDD","Middleby Corp.","Industrial Goods","Diversified Machinery","USA",4240.32,29.83,226.40,-0.02%,19812
1499,"MIND","Mitcham Industries Inc.","Technology","Scientific & Technical Instruments","USA",212.57,35.43,16.70,0.30%,5293
1500,"MINI","Mobile Mini, Inc.","Consumer Goods","Packaging & Containers","USA",1725.32,75.82,38.19,0.74%,69273
1501,"MITK","Mitek Systems Inc.","Technology","Application Software","USA",159.87,,5.27,-0.02%,73782
1502,"MITL","Mitel Networks Corp.","Technology","Communication Equipment","Canada",510.37,86.27,9.44,-0.58%,123189
1503,"MITSY","Mitsui & Co. Ltd.","Conglomerates","Conglomerates","Japan",24198.76,5.94,268.30,1.15%,787
1504,"MKSI","MKS Instruments Inc.","Technology","Semiconductor Equipment & Materials","USA",1565.71,79.59,29.57,0.41%,28020
1505,"MKTAY","Makita Corp.","Industrial Goods","Small Tools & Accessories","Japan",7088.71,21.92,50.58,-0.10%,577
1506,"MKTG","Responsys, Inc.","Technology","Application Software","USA",977.72,1936.00,19.47,0.57%,219065
1507,"MKTO","Marketo, Inc.","Technology","Application Software","USA",1189.80,,32.35,0.75%,22054
1508,"MKTX","MarketAxess Holdings Inc.","Financial","Investment Brokerage - National","USA",2359.86,32.95,63.55,-0.58%,60312
1509,"MKTY","Mechanical Technology Inc.","Technology","Scientific & Technical Instruments","USA",4.77,,1.01,1.00%,3124
1510,"MLAB","Mesa Laboratories Inc.","Healthcare","Medical Instruments & Supplies","USA",246.52,33.29,71.32,-1.29%,195
1511,"MLHR","Herman Miller Inc.","Consumer Goods","Business Equipment","USA",1701.91,24.15,29.10,0.41%,38942
1512,"MLNK","ModusLink Global Solutions, Inc.","Services","Air Delivery & Freight Services","USA",234.04,,4.69,3.08%,95637
1513,"MLNX","Mellanox Technologies, Ltd.","Technology","Semiconductor - Broad Line","Israel",1650.34,757.40,37.20,-1.77%,152560
1514,"MLVF","Malvern Federal Bancorp, Inc.","Financial","Savings & Loans","USA",71.62,375.00,11.60,3.11%,3
1515,"MMLP","Martin Midstream Partners LP","Basic Materials","Oil & Gas Pipelines","USA",1086.24,34.09,40.73,-0.44%,22524
1516,"MMSI","Merit Medical Systems, Inc.","Healthcare","Medical Instruments & Supplies","USA",644.90,60.56,15.14,0.00%,12701
1517,"MMYT","MakeMyTrip Limited","Services","General Entertainment","India",658.61,,17.51,-0.79%,57606
1518,"MNDL","Mandalay Digital Group, Inc","Services","Publishing - Periodicals","USA",62.83,,2.55,2.41%,42823
1519,"MNDO","MIND C.T.I., Ltd.","Technology","Information Technology Services","Israel",36.07,11.24,1.89,-0.99%,3714
1520,"MNGA","Magnegas Corporation","Basic Materials","Major Integrated Oil & Gas","USA",9.61,,0.50,8.67%,16227
1521,"MNKD","MannKind Corp.","Healthcare","Biotechnology","USA",1464.15,,4.97,0.51%,1020716
1522,"MNOV","MediciNova Inc.","Healthcare","Biotechnology","USA",51.29,,2.20,-4.35%,572
1523,"MNRK","Monarch Financial Holdings, Inc.","Financial","Regional - Mid-Atlantic Banks","USA",117.00,9.39,11.39,1.88%,12500
1524,"MNRO","Monro Muffler Brake Inc.","Consumer Goods","Auto Parts","USA",1631.56,36.40,52.29,0.46%,52916
1525,"MNST","Monster Beverage Corporation","Consumer Goods","Beverages - Soft Drinks","USA",10615.10,33.19,64.16,1.21%,394497
1526,"MNTA","Momenta Pharmaceuticals Inc.","Healthcare","Drugs - Generic","USA",897.55,,17.58,0.00%,59594
1527,"MNTG","MTR Gaming Group, Inc.","Services","Resorts & Casinos","USA",149.27,,5.40,2.66%,17894
1528,"MNTX","Manitex International, Inc.","Industrial Goods","Diversified Machinery","USA",169.47,18.29,13.71,-0.07%,34640
1529,"MOBI","Sky-mobi Limited","Technology","Diversified Communication Services","China",102.20,22.87,3.43,0.00%,23986
1530,"MOCO","MOCON Inc.","Technology","Scientific & Technical Instruments","USA",80.61,21.69,14.66,0.89%,680
1531,"MOFG","MidWest One Financial Group, Inc.","Financial","Regional - Southwest  Banks","USA",231.71,12.61,27.24,-0.44%,1897
1532,"MOLX","Molex Inc.","Technology","Diversified Electronics","USA",6926.04,27.24,38.68,0.00%,0
1533,"MONT","Montage Technology Group Limited","Technology","Semiconductor - Integrated Circuits","China",80.97,26.28,17.98,2.10%,77925
1534,"MORN","Morningstar Inc.","Technology","Information & Delivery Services","USA",3602.07,30.54,78.01,-0.21%,14704
1535,"MOSY","MoSys, Inc.","Technology","Semiconductor - Integrated Circuits","USA",229.70,,5.17,-0.58%,28614
1536,"MOVE","Move, Inc.","Technology","Internet Information Providers","USA",582.40,298.20,14.81,-0.67%,32602
1537,"MPAA","Motorcar Parts of America Inc.","Consumer Goods","Auto Parts","USA",254.22,,17.49,-0.51%,54491
1538,"MPB","Mid Penn Bancorp Inc.","Financial","Regional - Northeast Banks","USA",45.31,11.00,13.00,0.15%,2000
1539,"MPEL","Melco Crown Entertainment Ltd.","Services","Resorts & Casinos","Hong Kong",21384.25,41.35,38.85,-0.05%,585144
1540,"MPET","Magellan Petroleum Corporation","Basic Materials","Independent Oil & Gas","USA",46.45,,1.03,-0.96%,21406
1541,"MPWR","Monolithic Power Systems Inc.","Technology","Semiconductor - Specialized","USA",1232.45,79.29,32.65,0.43%,92456
1542,"MRCY","Mercury Computer Systems, Inc.","Technology","Computer Peripherals","USA",327.99,,10.67,-0.28%,17242
1543,"MRGE","Merge Healthcare Incorporated","Technology","Healthcare Information Services","USA",214.59,,2.21,-3.49%,94727
1544,"MRLN","Marlin Business Services Corp.","Financial","Mortgage Investment","USA",301.40,19.09,24.55,1.24%,10395
1545,"MRNA","Marina Biotech, Inc.","Healthcare","Biotechnology","USA",2.29,,0.27,8.00%,10006
1546,"MRTN","Marten Transport Ltd.","Services","Trucking","USA",631.96,20.67,19.05,0.16%,3865
1547,"MRVL","Marvell Technology Group Ltd.","Technology","Semiconductor - Integrated Circuits","Bermuda",6702.61,30.82,13.41,-1.11%,1042545
1548,"MSBF","MSB Financial Corp.","Financial","Regional - Northeast Banks","USA",40.51,,8.24,0.00%,0
1549,"MSCC","Microsemi Corp.","Technology","Semiconductor - Integrated Circuits","USA",2161.53,49.85,23.66,-1.13%,58248
1550,"MSEX","Middlesex Water Co.","Utilities","Water Utilities","USA",323.83,20.39,20.35,-0.20%,9577
1551,"MSFG","Mainsource Financial Group","Financial","Regional - Midwest Banks","USA",337.64,13.35,16.52,-0.18%,3845
1552,"MSFT","Microsoft Corporation","Technology","Business Software & Services","USA",304540.28,13.63,35.99,-1.45%,16262876
1553,"MSG","The Madison Square Garden Company","Services","Entertainment - Diversified","USA",4230.38,43.25,54.52,-0.75%,357363
1554,"MSON","Misonix Inc.","Healthcare","Medical Appliances & Equipment","USA",42.09,,5.74,-2.05%,1107
1555,"MSPD","Mindspeed Technologies Inc.","Technology","Semiconductor Equipment & Materials","USA",206.39,,5.04,0.00%,0
1556,"MSTR","MicroStrategy Inc.","Technology","Business Software & Services","USA",1401.32,75.15,124.02,0.02%,12012
1557,"MTEX","Mannatech Inc.","Consumer Goods","Personal Products","USA",44.47,50.85,16.97,1.13%,3478
1558,"MTGE","American Capital Mortgage Investment Crp","Financial","REIT - Diversified","USA",978.54,119.67,17.84,-0.58%,234055
1559,"MTRX","Matrix Service Co.","Industrial Goods","Heavy Construction","USA",574.29,22.44,22.34,1.61%,36426
1560,"MTSC","MTS Systems Corp.","Technology","Scientific & Technical Instruments","USA",1018.74,17.97,66.35,1.16%,21664
1561,"MTSI","M/A-Com Technology Solutions Holdings, Inc.","Technology","Semiconductor - Broad Line","USA",682.46,25.41,14.80,0.41%,1916
1562,"MTSL","MER Telemanagement Solutions Ltd.","Technology","Diversified Communication Services","Israel",11.85,9.41,2.45,-3.54%,2000
1563,"MTSN","Mattson Technology Inc.","Technology","Semiconductor Equipment & Materials","USA",148.74,,2.53,0.40%,452376
1564,"MU","Micron Technology Inc.","Technology","Semiconductor- Memory Chips","USA",23678.65,24.13,21.09,-7.99%,52289104
1565,"MVIS","Microvision Inc.","Technology","Diversified Electronics","USA",31.26,,1.17,-0.85%,63482
1566,"MWIV","MWI Veterinary Supply, Inc.","Services","Medical Equipment Wholesale","USA",2112.65,33.65,166.04,-0.31%,6856
1567,"MWRX","MergeWorthRx Corp.","Conglomerates","Conglomerates","USA",15.34,,8.08,0.00%,0
1568,"MXIM","Maxim Integrated Products Inc.","Technology","Semiconductor - Broad Line","USA",7958.93,19.42,27.83,-0.45%,902086
1569,"MXWL","Maxwell Technologies Inc.","Technology","Diversified Electronics","USA",206.90,17.07,7.21,0.56%,44465
1570,"MYGN","Myriad Genetics Inc.","Services","Research Services","USA",1909.80,11.48,23.77,-0.96%,626492
1571,"MYL","Mylan, Inc.","Healthcare","Drugs - Generic","USA",15996.13,27.54,42.15,0.69%,557441
1572,"MYRG","MYR Group, Inc.","Industrial Goods","General Contractors","USA",529.22,15.66,25.36,-0.04%,11086
1573,"MYRX","Myrexis, Inc.","Healthcare","Drugs - Generic","USA",4.02,,0.15,0.00%,1000
1574,"NAII","Natural Alternatives International Inc.","Healthcare","Drug Related Products","USA",36.05,22.96,5.21,-1.33%,7254
1575,"NANO","Nanometrics Incorporated","Technology","Semiconductor Equipment & Materials","USA",435.91,,18.15,-3.15%,71468
1576,"NASB","NASB Financial Inc.","Financial","Savings & Loans","USA",212.44,7.36,27.00,0.00%,2001
1577,"NATH","Nathan's Famous Inc.","Services","Restaurants","USA",218.99,26.26,49.04,-0.12%,3010
1578,"NATI","National Instruments Corporation","Technology","Technical & System Software","USA",3783.47,54.04,30.26,0.00%,69709
1579,"NATL","National Interstate Corporation","Financial","Property & Casualty Insurance","USA",490.05,28.66,25.28,1.40%,2308
1580,"NATR","Nature's Sunshine Products Inc.","Healthcare","Drug Related Products","USA",277.66,13.71,17.43,0.87%,287
1581,"NAUH","National American University Holdings, Inc.","Services","Education & Training Services","USA",91.70,16.64,3.64,-0.55%,13710
1582,"NAVG","Navigators Group Inc.","Financial","Property & Casualty Insurance","USA",838.66,11.04,59.50,0.35%,3663
1583,"NBBC","NewBridge Bancorp","Financial","Regional - Mid-Atlantic Banks","USA",208.46,9.04,7.21,-1.50%,9506
1584,"NBCB","First NBC Bank Holding Company","Financial","Foreign Regional Banks","USA",481.34,14.00,30.33,0.26%,11617
1585,"NBIX","Neurocrine Biosciences Inc.","Healthcare","Drug Manufacturers - Major","USA",610.84,,9.11,0.22%,53329
1586,"NBN","Northeast Bancorp","Financial","Regional - Northeast Banks","USA",98.25,28.52,9.44,0.32%,0
1587,"NBS","Neostem, Inc.","Healthcare","Biotechnology","USA",122.64,,6.08,0.20%,42488
1588,"NBTB","NBT Bancorp, Inc.","Financial","Regional - Northeast Banks","USA",1099.77,17.72,25.28,0.50%,12207
1589,"NBTF","NB&T Financial Group Inc.","Financial","Regional - Southeast Banks","USA",66.80,14.82,19.55,-0.05%,300
1590,"NCBC","New Century Bancorp Inc.","Financial","Regional - Mid-Atlantic Banks","USA",47.41,13.70,6.95,1.46%,104
1591,"NCIT","NCI, Inc.","Technology","Information Technology Services","USA",80.10,,6.00,-3.85%,1202
1592,"NCMI","National CineMedia, Inc.","Services","Marketing Services","USA",1057.23,49.66,18.97,0.53%,81585
1593,"NCTY","The9 Limited","Technology","Multimedia & Graphics Software","China",51.64,,2.25,-0.44%,2857
1594,"NDAQ","Nasdaq OMX Group Inc.","Financial","Diversified Investments","USA",6765.41,20.47,39.08,-0.59%,169626
1595,"NDLS","Noodles & Company","Services","Restaurants","USA",1083.39,193.95,36.97,0.33%,43501
1596,"NDSN","Nordson Corporation","Industrial Goods","Diversified Machinery","USA",4635.04,21.13,71.75,-0.71%,31603
1597,"NECB","Northeast Community Bancorp, Inc.","Financial","Savings & Loans","USA",91.65,,7.56,1.61%,233
1598,"NEO","Neogenomics Inc.","Healthcare","Medical Laboratories & Research","USA",177.14,181.00,3.54,-2.21%,51121
1599,"NEOG","Neogen Corp.","Healthcare","Diagnostic Substances","USA",1731.29,62.18,47.80,-0.17%,24703
1600,"NEON","Neonode, Inc.","Technology","Diversified Electronics","USA",207.31,,5.84,-0.17%,39510
1601,"NETC","Net Servi","Services","CATV Systems","Brazil",3475.23,19.79,9.68,1.89%,373
1602,"NETE","Net Element, Inc.","Technology","Internet Software & Services","USA",66.11,,2.51,6.81%,3775
1603,"NEWL","NewLead Holdings Ltd.","Services","Shipping","Greece",4.15,,1.17,0.86%,86296
1604,"NEWP","Newport Corp.","Services","Industrial Equipment Wholesale","USA",673.66,,17.21,-0.06%,44165
1605,"NEWS","NewStar Financial, Inc.","Financial","Credit Services","USA",785.10,32.96,16.24,0.56%,1815
1606,"NEWT","Newtek Business Services Inc.","Services","Business Services","USA",101.37,15.11,2.82,-1.74%,1017
1607,"NFBK","Northfield Bancorp, Inc. (Staten Island, NY)","Financial","Regional - Northeast Banks","USA",700.65,41.42,12.85,0.08%,20995
1608,"NFEC","NF Energy Saving Corp.","Industrial Goods","Industrial Equipment & Components","China",8.24,75.50,1.51,0.01%,3137
1609,"NFLX","Netflix, Inc.","Services","Music & Video Stores","USA",22157.82,315.02,370.71,-1.11%,824452
1610,"NGPC","NGP Capital Resources Company","Financial","Diversified Investments","USA",158.76,20.65,7.62,-0.26%,6548
1611,"NHTB","New Hampshire Thrift Bancshares Inc.","Financial","Savings & Loans","USA",107.54,13.40,14.68,-3.07%,227
1612,"NICE","NICE Systems Ltd.","Technology","Computer Peripherals","Israel",2429.17,29.58,40.22,-0.02%,51546
1613,"NICK","Nicholas Financial Inc.","Financial","Credit Services","USA",185.33,9.37,15.68,2.62%,619210
1614,"NIHD","NII Holdings Inc.","Technology","Wireless Communications","USA",348.32,,2.04,0.74%,1234106
1615,"NILE","Blue Nile Inc.","Services","Jewelry Stores","USA",571.58,54.09,47.08,2.39%,26708
1616,"NINE","Ninetowns Internet Technology Group Company Limited","Technology","Business Software & Services","China",66.44,15.91,1.74,-0.57%,400
1617,"NKSH","National Bankshares Inc.","Financial","Regional - Mid-Atlantic Banks","USA",250.20,14.07,36.18,0.47%,707
1618,"NKTR","Nektar Therapeutics","Healthcare","Biotechnology","USA",1255.40,,10.74,-0.92%,274653
1619,"NLNK","NewLink Genetics Corporation","Healthcare","Biotechnology","USA",574.95,,22.63,1.16%,51938
1620,"NLST","Netlist Inc.","Technology","Semiconductor- Memory Chips","USA",23.95,,0.77,-2.53%,23000
1621,"NMIH","NMI Holdings, Inc.","Financial","Surety & Title Insurance","USA",684.25,,13.00,5.68%,53217
1622,"NMRX","Numerex Corp.","Technology","Communication Equipment","USA",236.89,141.78,12.89,1.02%,6318
1623,"NNBR","NN Inc.","Industrial Goods","Machine Tools & Accessories","USA",340.85,16.15,19.94,1.22%,8088
1624,"NOVB","North Valley Bancorp","Financial","Regional - Pacific Banks","USA",128.63,19.20,18.61,-1.12%,1086
1625,"NPBC","National Penn Bancshares Inc.","Financial","Regional - Northeast Banks","USA",1602.36,28.21,11.04,0.36%,68461
1626,"NPSP","NPS Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",2540.34,,26.26,5.67%,1542683
1627,"NRCIB","National Research Corp.","Services","Research Services","USA",123.74,8.18,36.00,0.22%,384
1628,"NRIM","Northrim Bancorp Inc.","Financial","Regional - Pacific Banks","USA",165.31,13.08,25.66,1.14%,878
1629,"NSANY","Nissan Motor Co., Ltd.","Consumer Goods","Auto Manufacturers - Major","Japan",34377.20,,17.27,2.46%,30550
1630,"NSEC","National Security Group Inc.","Financial","Property & Casualty Insurance","USA",23.97,5.18,9.48,-2.07%,200
1631,"NSIT","Insight Enterprises Inc.","Technology","Application Software","USA",1006.70,14.59,23.46,-1.34%,40011
1632,"NSPH","Nanosphere, Inc.","Healthcare","Medical Instruments & Supplies","USA",123.12,,2.15,-0.46%,41707
1633,"NSSC","Napco Security Technologies, Inc.","Services","Security & Protection Services","USA",119.26,41.20,6.23,0.81%,607
1634,"NSTG","NanoString Technologies, Inc.","Healthcare","Biotechnology","USA",8.54,,15.81,-0.62%,51206
1635,"NSYS","Nortech Systems Inc.","Technology","Diversified Electronics","USA",16.57,20.13,5.91,-2.15%,250
1636,"NTAP","NetApp, Inc.","Technology","Data Storage Devices","USA",13610.97,24.81,39.63,-0.80%,599638
1637,"NTCT","NetScout Systems, Inc.","Technology","Business Software & Services","USA",1137.87,28.34,27.73,0.87%,55902
1638,"NTES","NetEase.com, Inc.","Technology","Internet Software & Services","China",9313.41,13.47,72.83,1.66%,583286
1639,"NTGR","Netgear Inc.","Technology","Communication Equipment","USA",1199.31,20.25,30.84,-0.48%,24665
1640,"NTIC","Northern Technologies International Corp.","Consumer Goods","Packaging & Containers","USA",82.23,37.96,18.60,0.00%,0
1641,"NTK","Nortek Inc.","Industrial Goods","General Building Materials","USA",1101.69,,71.51,-0.29%,13946
1642,"NTLS","NTELOS Holdings Corp.","Technology","Wireless Communications","USA",411.26,16.56,19.81,1.38%,60544
1643,"NTRI","Nutrisystem, Inc.","Services","Consumer Services","USA",483.27,431.75,17.00,-1.56%,185626
1644,"NTRS","Northern Trust Corporation","Financial","Asset Management","USA",13795.98,19.30,57.60,0.18%,275402
1645,"NTWK","NetSol Technologies, Inc.","Technology","Application Software","USA",41.91,6.78,4.78,2.24%,83942
1646,"NUAN","Nuance Communications, Inc.","Technology","Application Software","USA",4538.81,,14.93,2.40%,3457826
1647,"NUCL","iShares S&P Global Nuclear Energy Index","Financial","Exchange Traded Fund","USA",,,35.30,1.82%,135
1648,"NURO","NeuroMetrix Inc.","Healthcare","Medical Instruments & Supplies","USA",8.21,,2.93,-2.60%,94828
1649,"NUTR","Nutraceutical International Corp.","Consumer Goods","Personal Products","USA",247.23,14.53,25.39,0.99%,5420
1650,"NUVA","NuVasive, Inc.","Healthcare","Medical Appliances & Equipment","USA",1431.21,,31.96,-0.47%,51316
1651,"NVAX","Novavax, Inc.","Healthcare","Biotechnology","USA",753.36,,4.54,1.57%,1815122
1652,"NVDA","NVIDIA Corporation","Technology","Semiconductor - Specialized","USA",8776.95,19.62,15.23,0.79%,2958687
1653,"NVDQ","Novadaq Technologies Inc.","Healthcare","Medical Laboratories & Research","Canada",814.39,,16.63,-0.72%,27300
1654,"NVEC","NVE Corp.","Technology","Semiconductor - Specialized","USA",264.43,22.52,53.79,-1.31%,887
1655,"NVEE","NV5 Holdings, Inc.","Services","Technical Services","USA",44.44,9.65,8.11,0.00%,0
1656,"NVGN","Novogen Limited","Healthcare","Drug Manufacturers - Major","Australia",20.51,,4.17,0.48%,2942
1657,"NVMI","Nova Measuring Instruments Ltd.","Technology","Semiconductor Equipment & Materials","Israel",246.53,23.31,9.15,0.66%,14844
1658,"NVSL","Naugatuck Valley Financial Corp.","Financial","Savings & Loans","USA",47.03,,7.23,2.12%,5
1659,"NVTL","Novatel Wireless Inc.","Technology","Diversified Communication Services","USA",71.21,,2.09,0.00%,15825
1660,"NWBI","Northwest Bancshares, Inc.","Financial","Savings & Loans","USA",1323.28,21.44,14.60,0.14%,129423
1661,"NWBO","Northwest Biotherapeutics, Inc.","Healthcare","Biotechnology","USA",98.08,,3.33,-1.19%,249016
1662,"NWFL","Norwood Financial Corp.","Financial","Regional - Northeast Banks","USA",98.57,12.27,27.25,0.07%,103
1663,"NWLI","National Western Life Insurance Company","Financial","Life Insurance","USA",763.57,8.16,209.80,-0.12%,720
1664,"NWPX","Northwest Pipe Co.","Basic Materials","Steel & Iron","USA",334.49,16.31,35.77,1.05%,4493
1665,"NWSA","News Corp.","Services","Broadcasting - TV","USA",10042.18,15.49,17.19,-0.92%,478839
1666,"NXPI","NXP Semiconductors NV","Technology","Semiconductor - Broad Line","Netherlands",10810.10,83.56,43.13,-0.74%,860971
1667,"NXST","Nexstar Broadcasting Group Inc.","Services","Broadcasting - TV","USA",1553.48,9.57,51.47,-0.44%,90022
1668,"NXTM","Nxstage Medical, Inc.","Healthcare","Medical Appliances & Equipment","USA",580.05,,9.46,-1.05%,136566
1669,"NYMT","New York Mortgage Trust Inc.","Financial","REIT - Residential","USA",430.40,7.37,7.02,-3.84%,459036
1670,"NYMX","Nymox Pharmaceutical Corporation","Healthcare","Diagnostic Substances","Canada",206.25,,6.03,-0.48%,713
1671,"NYNY","Empire Resorts Inc.","Services","Resorts & Casinos","USA",167.16,,4.59,-0.65%,2145
1672,"OABC","Omniamerican Bancorp, Inc.","Financial","Regional - Southwest  Banks","USA",226.28,38.00,21.67,0.05%,3080
1673,"OBAF","OBA Financial Services, Inc.","Financial","Regional - Mid-Atlantic Banks","USA",70.23,63.07,18.29,0.00%,0
1674,"OBAS","Optibase Ltd.","Financial","Property Management","Israel",21.36,12.42,5.59,0.00%,0
1675,"OBCI","Ocean Bio-Chem Inc.","Consumer Goods","Cleaning Products","USA",21.24,11.90,2.48,-0.80%,100
1676,"OCFC","OceanFirst Financial Corp.","Financial","Savings & Loans","USA",304.12,16.67,17.94,0.56%,1731
1677,"OCLR","Oclaro, Inc.","Technology","Semiconductor Equipment & Materials","USA",188.30,,2.09,0.97%,210539
1678,"OCLS","Oculus Innovative Sciences, Inc.","Healthcare","Medical Instruments & Supplies","USA",24.34,,3.55,-3.28%,78930
1679,"OCRX","Ocera Therapeutics, Inc.","Healthcare","Biotechnology","USA",28.91,,12.01,-4.46%,5275
1680,"OCZ","OCZ Technology Group, Inc.","Technology","Data Storage Devices","USA",4.55,,0.06,-8.25%,1455579
1681,"ODFL","Old Dominion Freight Line Inc.","Services","Trucking","USA",4494.37,22.68,52.13,-0.06%,114059
1682,"OFED","Oconee Federal Financial Corp.","Financial","Savings & Loans","USA",101.43,26.40,17.75,0.34%,428
1683,"OFIX","Orthofix International N.V.","Healthcare","Medical Appliances & Equipment","Netherlands Antilles",396.20,8.53,20.54,0.74%,12489
1684,"OFLX","OmegaFlex, Inc.","Industrial Goods","Industrial Equipment & Components","USA",202.34,26.73,20.10,0.25%,1002
1685,"OFS","OFS Capital Corporation","Financial","Asset Management","USA",117.00,16.20,12.57,3.46%,25962
